Id	EssaySet	Score1	Score2	EssayText
506	1	1	1	in order to replic thi experi the student would need to includ how much distil water the sampl should be rins with . as well as how thei determin the mass of the sampl . lastli thei need to show us how much vinegar thei pour into the contain .
507	1	2	2	there ar mani thing miss from thi procedur which make it hard to replic the experi . some piec of inform thei could add ar the type of sampl to us and the mass each sampl should be . these would help becaus will not them you don t know which sampl you ar suppos to us and if thei re not all the same across you could get invalid result . also thei need to tell you how much vinegar to put in each cup or els onc again there is a risk of the data be invalid .
508	1	2	2	some addit inform you would need is how much vinegar to put in the four contain the actual sampl thei us marbl limeston wood plastic and how you would measur the mass of each sampl .
509	1	2	1	the addit inform that would be need in order to replic the experi would be what is in each of the contain how much vinegar is put in each of the contain and how much of the sampl is in each contain . in the procedur thei don t sai what wa in each of the contain . thei also didn t sai how much vinegar that thei put into the contain . lastli thei didn t sai how much of the sampl wa in the contain . thei need to add that inform in order to replic the experi .
510	1	1	1	you would need to know how much vinegar to pour into each contain and also what wa the start mass and the end time for the experi .
511	1	2	2	i would need to know sever thing befor replic thi job . first i would need to know how much vinegar to put in each contain . also i would need to know what i should do to determin the mass of the sampl . lastli i would need to know how much distil water to us and what ident contain i should us .
512	1	0	0	i would have to write down what caus acid rain and put chemic make up acid rain and why isn t it poison to human .
513	1	2	1	to replic the experi the amount of vinegar put in the contain would be need so it would not vari the result inappropri . also the amount of each sampl need to be ad becaus a greater sampl to vinegar ratio will chang the mass of the experi . also in the tabl we can see that the peopl measur the mass befor the sampl were put in the vinegar but without the tabl we would not know to do it becaus the procedur did not state if thi need to be ad between step and so later on the differ can be found and the chang seen .
514	1	3	3	in order to replic the experi i would first need to know the amount of vinegar that the sampl were place in . secondli i need to know on what i should place the sampl on to allow them to dry . lastli to replic the experi i need to know the control group and the type of contain i should us . also it would be necessari to know what i should weigh the sampl on .
515	1	3	3	in order to repeat thi experi you would need to know what contain the sampl were put in how much vinegar to pour into the contain and where you should let the sampl dry off .
516	1	3	3	in order to replic the experi you would also need to know if the contain were cover to ensur that none of the vinegar evapor . you would also need to know at what temperatur the sampl in the contain were be kept and that all four were ident . a third addit piec of inform you would need to know is what the sampl ar and you would need to label them . in the procedur the sampl ident ar not given .
517	1	1	1	addit inform thei could have ad is mass the weight of vinegar pour into the sampl . thei also could have state what kind of solid sampl into categori . more thing that could be chang is have more trial with differ sampl and repeat the process us . also thei could have wait for more than minut to let the distil water dry oil out .
518	1	1	1	addit inform i would need to replic thi experi is how much vinegar do i pour into each contain also i would need to know the control of the experi so i could see what chang and how . i also need to know what i should us to measur the mass . thei onli sai tree the mass in their experi thei never told me specif what to measur it with .
519	1	3	3	more inform would be need to replic the experi . it need to be explain what the sampl ar of . it should sai how much vinegar to us . also it should be state where to put the sampl submerg in vinegar . there should be a control includ within the experi . direct should be given to calcul the differ in mass .
520	1	1	0	us the same materi that is us for the experi .
521	1	1	1	in order to replic the experi the procedur need to be more specif . it would need to tell how much vinegar is us in the contain have a longer dry time becaus the sampl will not be fulli dry after minut and sai what the sampl ar weigh with . it is also import that safeti precaut ar told such as glove or goggl .
522	1	1	1	i would need to know what the sampl were .
523	1	2	2	in order to replic the experi you will need to know how much of the sampl to us how much vinegar to us and how big the contain have to be .
524	1	0	0	why thei even did it is in the first place . and what am i want to replic the experi and also where would i get the suppli i need . and if there s anyth that i shouldn t us in thi experi .
525	1	0	0	the addit inform i would need to replic thi experi is a watch a measur contain also some marbl limeston wood and plastic .
526	1	2	3	to repeat thi experi again you would need to know the volum of vinegar you pour into the contain . the volum could each have to be equal to get the best result . next you would want to know the volum of the contain so that you can assur that the next time you perform the experi you have the same result . last you would want to know the amount of distil water you us and the volum of the sampl so that you know that all the sampl is submerg in vinegar .
527	1	3	3	in order to replic thi group s experi i would need to know how much vinegar to pour in each
528	1	2	2	on extra piec of inform that i would need to replic the experi is the wot that wa us to measur mass . i would also need to know what the four differ sampl were . in addit i would need to know the amount of vinegar that wa us .
529	1	3	2	the addit inform that should be includ in thi procedur is . how much vinegar goe in each sampl . where do the sampl go to sit and dry at . label the sampl in the procedur too not just in the data .
530	1	1	1	in order to replic thi experi i would need to know the group s hypothesi and whether it wa retreat or incorrect . thi will help on to elimin their think if thei were wrong or to confirm their hypothesi . i would also need to know how much vinegar to put in each contain and whether all the contain contain an equal amount of vinegar . lastli i would need to see result from a control experi such as a rock with water and make sure it doe not decai .
531	1	2	2	there ar sever piec of inform that i would need to replic thi experi . firstli in step on i would want to know specif what the four differ sampl were . secondli in step two i need to know how much vinegar to pour into the contain . thirdli in step three i would need to know how much of each materi to put into each contain . have a specif mass for the sampl would be help in keep the experi consist . all three of these piec of addit inform would extrem help in replic thi experi and avoid possibl sourc of error while replic .
532	1	2	2	the three addit part of inform necessari to replic of thi experi ar as follow
533	1	0	0	i would have to check the mass of four differ sampl . put vinegar in each on of the separ contain . put a sampl of a marbl in on contain and label it then repeat with the limeston wood and plastic . while wait hour . i would remov the sampl from their contain and rins them with distil water then allow the sampl to dry for an half an hour .
534	1	3	3	in order to replic thi experi you would need to know how much vinegar to pour into the contain . you would also need to know what the materi ar that you re put into contain . you also might need to know the size of the ident contain and what kind of contain thei ar . all these thing ar essenti to replic thi experi .
535	1	2	2	inform i would need to replic i mass sampl . should i
536	1	1	1	same addit into that would be need is how much vinegar should be pour into each contain . i would also like to know how much distil water wa us and final there should be someth show who thi is determin in the whole procedur to doesn t talk about acid rain onc .
537	1	3	3	in order to replic the experi you would need to know p . how much vinegar to put in each contain p . how much water to us when you rins each sampl us distil water temperatur of water as well p . what temperatur to put the sampl to sit at when dry . p . how big the contain ar p . what environ is the experi take place in hot warm freez wet etc .
538	1	0	0	after read the group s procedur the group should add a hypothesi control and object .
539	1	2	2	after read the procedur to their experi i would also need to know how much vinegar to us what ar we us to determin the mass of each sampl from the contain with and what ar the fair sampl suppos to be
540	1	2	2	the procedur should contain what differ sampl ar go to weigh . it also should sai how much vinegar should b be putin the differ contain . lastli the procedur should contain the inform if the mass ar go to be record do make a data tabl .
541	1	2	1	the procedur is veri flow becaus i can t even understand half of it when thei ar talk about the four sampl . thei need to clarifi what the sampl ar . thei also need to clearli give the distinct of the contain the sampl and where vinegar is pour into . lastli thei need to not write step becaus the contain sampl and label have no refere and ar just plain rent stir .
542	1	3	3	ani addit inform need in order to replic the experi is what ar the four sampl that s mass ar be determin where ar the contain with the sampl go to be kept for the hour and how long the sampl need to be rins with distil water .
543	1	1	1	a coupl more thing i would write in thi experi would be to make a hypothesi . also when you ar put the rock to dry make sure all the rock ar in the same place so thei all dry evenli . lastli i would also i would compar the weight of all the rock and see which on heaviest at the begin and the end .
544	1	2	3	thei didn t mention how much vinegar to put in the contain . thi could effect the mass of the object at the end . thei should specifi how much to us and how big the contain ar plu mention what the materi the contain ar .
545	1	0	0	pour vinegar in each of four separ but ident contain . after hour remov the sampl from the contain and rins each sampl with distil water . allow the sampl to sit and dry for minut .
546	1	1	1	to replic thi experi you would need to know how to go about weigh the rock s mass how much vinegar you re put the rock in . final you need to know how much of each sampl you re put in a contain .
547	1	2	2	first you would need to know the amount of vinegar thei put into each cup . second you will need to know the temperatur of the room . third you will also need to know whether the scale us wa electr or normal .
548	1	2	2	addit inform i would need in order to replic thi experi would includ what the sampl materi i wa us were what kind of result am i look for when receiv my data and what is the problem that i am suppos to attempt to solv . it would also be help to know where these materi were place whether it be in the sun or in the dark . by know all of thi inform it might make the possibl of duplic the experi more possibl .
549	1	0	0	on thing thei could have that thei don t is a control of thi procedur . the next thing thei could have chang that thei could have said how to get or determin the ma of each of the build materi . the final thing is that i think with start and end mass thei should have multipl tell .
550	1	1	1	i would like to know what the experi is for what ar the measur for all thi how much vinegar in each contain
551	1	2	2	to make thi experi s procedur complet three addit thing ar need . first the name of the four materi should be includ in the procedur for identif . second the vinegar be pour into the contain should be measur into a specif amount and the same amount us for all contain . final all of the start mass for the sampl should be equal to make result comparison easier . these addit step would make the procedur better .
552	1	3	3	addit inform you would need to replic thi experi is how much vinegar to put in each contain . do you have to fill it or onli put it so it reach the top of the differ materi also other info would be what size contain do you need for thi experi . lastli doe it matter the materi of the contain glass metal . throw awai contain .
553	1	0	0	to replic the experi i would need to know what the student goal wa . i alwai label how much of an amount to put into a contain . in their procedur it that the student did not do thi .
554	1	0	1	i would need to know what differ sampl to find the mass how much start mass i would need and how to measur the end mass . without these three piec of inform i would not be abl to replic the experi exactli .
555	1	3	2	i would need to know if thei were put into an incub to dry or were dri in a differ wai . would also need to know the temperatur of the area incub thei were put into to dry . also i would need to know where i should place a sampl . lastli i would need to know the type of vinegar us c for exampl white appl materi . also i would need to know how top measur the mass .
556	1	2	2	to replic thi experi you would need to know how much vinegar you need to pour in each contain . you will also need to know how you ar determin the mass of the sampl and what the sampl actual ar of what materi .
557	1	0	1	the student need a list of materi also the student should write that we have to form a hypothesi . the student must also add that we have to form a conclus at the end of the experi .
558	1	2	2	to replic the experi you would need to know how much of the four sampl you should weigh . you would also need to know what four sampl to us . also to do thi experi you would need to know how much vinegar to us in each contain .
559	1	3	3	in order to replic the group experi i would need some addit inform . i would need to know what type of sampl to us what kind of contain to us and how much vinegar to pour into each contain .
560	1	1	1	the addit inform you would need is to describ the four sampl you ar us becaus it doesn t sai which sampl to us in the procedur . you would also need to know to determin the differ in mass becaus the procedur onli tell you to find the start and end mass . you would also need the sampl to dry for more than minut to get better result becaus the origin result didn t have a larg differ in mass .
561	1	1	1	in step on thei could tell you the differ sampl so that you could know what thei ar in step three thei should tell you the amount os materi that you should place in each contain . after step number six it should sai record data and repeat if need .
562	1	1	1	there is someth miss . in the procedur it sai to pour vinegar into the contain . what it fail to mention is how much vinegar to pour into each contain . without thi the experi is imposs to replic becaus the independ variabl would be the amount of vinegar ad but there is no mention of how much to add
563	1	2	2	i would need to know what to measur the weight in how much vinegar to put in and how long to rins each sampl with distil water for .
564	1	1	1	while i would need to know how much to put in each contain and were to put these item from and the fact were thi could be done at in or out door . how to get the starter mass of each sampl . between the starter and end of the investig how mani time do you check it .
565	1	3	3	if you wish to replic the experi thei would have to show or tell how much of the vinegar is need doe the sampl need to rest on a trai or on a paper towel and tell the size of each of the sampl .
566	1	2	2	we would need to know the four type of sampl mention in would need to be classifi . temperatur of vinegar type of wood plastic etc thei us and the amount of vinegar thei pour into each contain .
567	1	3	3	in order to replic thi experi you would need to know what kind of sampl to us . on would also have to know how much vinegar is be put in each contain . also the student should specifi what kind of contain thei ar us in order to most close replic thi .
568	1	2	2	step on realli should go at the end . you need to state the amount of vinegar that goe into the contain . tell us the name of the element along with the amount be test . tell which sampl to begin the experi with and what to label it . i would need to know how to determin the mass of the sampl and make a graph .
569	1	1	0	in order to adequ replic thi experi on would need more specif sampl for exampl instead of wood it should be a specif type of wood marbl limeston or plastic . the procedur should also be clearer concern how to us the vinegar in relat to the sampl condit to remov such sampl from the vinegar after hour .
570	1	1	1	you would need the independ variabl that never chang . to replic the experi would need to no exactli how much of the vinegar wa pour into each of the four contain . also how did the mass react to the substanc .
571	1	1	1	on thing you would need to know to complet thi experi is know how much vinegar do you need to put in the vinegar . and lastli how long ar you keep these sampl in vinegar for dai week it never tell you thi inform it would be much more accur if we knew those follow thing .
572	1	0	0	first off you would need more sampl of the rock to put in the rain . also to replic the experi you would need to new to state the next dai try the experi all over again . the person replic it would also have to wait a whole other hour . more water and vinegar would be need too .
573	1	2	2	to replic the experi the student need to includ more detail in their procedur . first we need to know what ar good sampl to us for thi experi . the student tell us to pour vinegar into contain howev it is not clear how much vinegar to us if the amount of vinegar ar differ the entir experi will not be accur . to improv the experi the student could have done more trial to get better observ .
574	1	0	0	i would need to know how
575	1	1	1	on thing thei should includ is how much vinegar thei need in each cup so you can measur be the same in all the contain .
576	1	1	1	in order to replic the experi i need to know how much vinegar did the group of student pour in the ident contain i need to know how much vinegar the student pour becaus it realli import becaus mayb the student pour less vinegar in on cup and pour more in the other .
577	1	3	2	addit inform i would need to replic the experi is to whether i should leav the sampl in a dark or light area for the hour time period . also i would need to know if i should leav the sampl at room temperatur or a cooler area . i would also need to know how much vinegar should us it doesn t state it clearli .
578	1	3	3	you would need to know that the vinegar is the substanc that is be us for the acid rain . you would also need to know what type of materi you need . anoth piec of need inform is how much vinegar to pour into each contain becaus the more vinegar ad the stronger it mai becom and therefor the vinegar would be abl to eat awai at the sampl more . you would also need to know where the contain were place for the hour whether thei were place at cool temperatur hot or cold .
579	1	2	2	in order to replic the experi you would need to know how much vinegar to put in each contain you would also need to know what sampl of what materi you must place in each contain . you need to know the differ sampl what to do with the differ in mass what do the differ in the mass s tell you
580	1	0	0	thi procedur of acid rain tell about the start mass in gram . thei gave four differ sampl but thei didn t includ a explan wai thei were put acid rain on the sampl . the purpos of thi experi is to show the start mass end mass and the differ in mass i gram and it wa compar to the differ sampl .
581	1	1	1	first off thei dont tell you how much vinegar to put into the contain also that thei should have ad control or just water to have sampl to confound and do .
582	1	1	1	the first thing the procedur need to specif measur the second thing it need to identifi each materi . and the third thing is thei need a control .
583	1	1	1	to replic the experi you might need to know how much vinegar to put in the cup .
584	1	1	1	you would need to have a control group in order to have the accur mass of the sampl . also place the same amount of vinegar and water into each contain allow student to record the correct data .
585	1	2	2	the addit inform i need is to know how vinegar to pour in each contain what kind of contain am i suppos to know and also how to determin the mass of each object .
586	1	0	0	if i replic thi i would also need what i us acid rain in measur the contain mass and how the acid rain would effect
587	1	3	2	in order to replic thi group s experi i would need to know how much vinegar thei put in each contain . also i would need to know what type of marbl limeston wood and plastic wa us . final i would also need to know which type of vinegar wa us in their experi .
588	1	3	3	in order to replic the experi you would need to know how big of a contain to us what it should be abl to hold how much vinegar to pour into each contain how mani ml what type of vinegar what to weigh the sampl on bathroom scale or type of beam balanc mayb electron .
589	1	2	2	the procedur is lack multipl aspect of a good procedur sheet first it should includ measur . we need to know how much vinegar to put with each sampl second the procedur doe not list what materi to put in the vinegar lastli the procedur doe not list safe precaut such as wear gaggl these ar import while work with chemic .
590	1	1	0	to replic thi experi you need the materi us in the experi also you would need to make sure you follow the direct record your data .
591	1	2	2	in order to replic thi procedur thei should includ a set mass for each stone i . e g of each sampl . thei also should includ the amount of vinegar to be pour in each cup and the third thei should includ the size of the contain .
592	1	2	2	i would need to know how much of each materi wa us becaus it doesn t sai in the procedur . i would also have to know how much vinegar to pour into each contain . i would also have to know how much water or how long to rins the sampl with the distil water .
593	1	3	3	in order to replic the experi i would need other than the procedur what sampl to us what materi how much vinegar goe into each contain and what shape the sampl should be in . these piec of inform ar import becaus us too littl or too much vinegar will give differ result . us ani sampl other than the on list will give differ result due to some materi inabl to be chang by acid rain . final the shape is import becaus the surfac area could differ make the vinegar more or less chaotic dure hour .
594	1	2	2	the group need to includ each specif in their conclus . the amount of vinegar must also be specifi as well as the amount of each sampl be place in each contain . the group never state the method be us in determin the final mass of each sampl . the tabl provid suggest that the group measur the mass of each sampl and the differ between the start mass and the end mass but it wa never mention in their procedur .
595	1	1	1	you mai want to tell in the experi how much vinegar you ar pour in explain how you found the differ in mass mass befor you rins with the distil water .
596	1	2	2	in the procedur the group should have includ what sampl thei were go to us marbl limeston wood plastic the group should have also gave to exact amount of how much vinegar to us in each cup . it would also have been us if the group would have in the first procedur to measur the mass of each sampl separ .
597	1	2	2	the student could have includ how be determin the mass of the four item . thei would also need to includ the amount of vinegar thei ad to each contain . it is also import that thei includ how much or how long the rins each item under the distil water .
598	1	0	0	you wouldn t need ani inform . thei provid you with all the inform you need . thei tell the procedur and thei give you the data and thei make a chart .
599	1	2	2	addit inform you would also need is how much vinegar you put the sampl in . thi doesn t tell you if each sampl wa cover by vinegar complet or if it wa partial cover . the start mass of limeston wa . g the end mass wa . g that wa a . g differ . the experi doesn t tell you though how much of sampl wa cover by vinegar . thi is veri import to know in order to replic thi experi .
600	1	1	1	what ar the four sampl ar what kind of materi you would need ar go out a hypothesi .
601	1	2	2	to replic the experi i would need to know what four differ sampl to us to determin the mass how much vinegar do i pour in each of the four sampl and am i do all four at the same time . so thei ar take out in hour at the same time .
602	1	2	2	in order for me to replic thi group experi i need to know what type of sampl am i weigh . i need to know how much vinegar am i pour in the contain . i also need to know what i am label on contain and what wa i us to remov sampl from the contain .
603	1	3	3	some addit inform that you would need in order to replic thi experi ar how much vinegar to put into each contain the size of the materi and what kind of contain the sampl and vinegar ar be put into these thing would make veri experi as close as possibl to the group s .
604	1	2	2	you would need sever thing in addit to replic thi experi . on would be how much vinegar to pour into the contain . anoth would be if all the contain got the same amount of vinegar or do thei differ . a third piec of inform need would be what sampl to us . also if thei should all start out with the same mass or not .
605	1	2	2	the addit inform that is necessari is how much vinegar you need to put in the contain . i also think you need to know how much of the sampl you put in the contain . where do you let the sampl sit for hour insid outsid by a window
606	1	2	2	on piec of addit inform need in the procedur would be how much vinegar to pour in the contain . anoth piec of inform would be how much distil water is need to rins the sampl . also anoth piec of inform miss would what ar the four sampl you would be test .
607	1	3	3	in order to replic the experi i would need to know how much vinegar to pour into each cup so each sampl is equal . i would also need to know the locat of where the contain should be put dure the hour ex shade sun . lastli i would need to know what kind of contain should be us a plastic a cover or a dark contain etc .
608	1	2	2	in order to replic the experi on would need to know what the sampl wa a desir rang in which the mass could fall under and the amount of solut vinegar that should be appli for each sampl have a larg rang and an equal amount of solut compromis the valid
609	1	1	2	in order to replic thi experi i would need to know what the differ materi ar that i d be test . in addit i would need to know the exact amount of vinegar that need to be pour on each sampl . final i would need to know that i wa find the differ in the mass from start to finish for each of the sampl . otherwis i would be miss my depend variabl
610	1	0	0	to replic the experi you ar need to divid the differ substanc add more vinegar to each contain add more distil water have them sit for hour for about minut mass them and see how thei wash .
611	1	2	2	you need to know how much vinegar to pour in you place the contain will chang littl .
612	1	2	2	. have a determin size for the start sampl of rock . p . determin an amount of vinegar . p . determin what type of contain ar be us .
613	1	0	0	you will need to know which rock had the most mass which on had the least and which on wa the same .
614	1	2	2	in order to replic the experi the procedur need to includ how much vinegar is go to be pour in the contain how much water you rins the contain with where it is be dri and how to measur the mass gram wound etc .
615	1	2	2	i would includ the materi us or the sampl . also thei should includ in the procedur the type of measur thei ar do make and state how much vinegar to pour in each cup .
616	1	3	3	addit inform that you would need for thi experi would be how much vinegar to put in how big the contain should be and if the materi should be or shouldn t be fulli submerg by the vinegar .
617	1	2	2	on piec of inform is that you will need to know how much vinegar to pour into each contain and you need to know what kind of vinegar you need for the experi . you also need to know what you re suppos to do with the data after you have collect it to find the answer to your problem . it doesn t sai in the procedur to analyz the data or anyth like that .
618	1	1	1	to replic thi experi i would need to know how much vinegar to put in each sampl . i would also need to know what the control of the experi wa so i could compar result of the sampl . lastli i would need to know if the experi wa complet .
619	1	1	1	includ the name of the sampl in the procedur . p sai how do student measur the mass . p ask student to object at the data and drawn conclus .
620	1	1	1	the procedur never state what the sampl ar . it need to add the four sampl marbl limeston wood and plastic into the first step . the procedur need to state in the first step that the start mass i be measur and in the th step that the end mass is be measur . the procedur also need to add a step to tell the experiment to determin the differ in mass from the start and end mass
621	1	0	0	in order to replic thi experi you would need to know what the student ar look for why each step of the procedur is be done why those four sampl were chosen and if there should be more trial or repetit in order to creat more accur data .
622	1	0	0	the addit inform you will need to replic thi experi is how much more of the need sampl you need how much time you will need to go through with the procedur and what your start mass need to be .
623	1	2	2	after read the group procedur there wa addit inform you would need in order to replic the experi . first thei didn t state how much vinegar to pour into the contain which is a huge factor . second in order to make sure their experi wa valid thei could have done anoth trial and lastli thei should state the temperatur thi is all happen at becaus that could have an effect on the result .
624	1	2	2	in order to replic thi experi you need to know how much vinegar you need to pour on the four differ sampl . the second thing you need to know is what temperatur the room is when you start the experi . the last step is write a group and write the conclus of your experi record .
625	1	3	3	in order to replic thi experi the group would need some addit inform in their procedur . an exampl would be how thi group determin the mass of the substanc . thei need specif like how much vinegar thei need in each contain or how big the sampl is or what the sampl is . it s veri vagu so thei should add more specif .
626	1	0	0	i would need to know what the purpos of me do the experi would be and what exactli wa i try to find in order to replic the experi .
627	1	3	3	to replic thi experi some more inform that could be us would be to sai in the procedur what amount of vinegar to us for all cup . thi would make a huge impact on the experi outcom . also includ the size of the contain to us and the unit to measur the mass of the sampl . sai what sampl to us in the experi too .
628	1	2	2	to replic the experi i would need to know how much vinegar wa to be ad to to the four separ contain . even though the sampl ar list in the chart the group drew the name of the sampl should be in the procedur .
629	1	2	2	the group fail to identifi how much vinegar you should pour into each contain what to label the contain or what materi to put in the contain . thei also forgot to includ safeti procedur and did not tell you to measur the differ in or mass to carri the small .
630	1	2	2	after read the group procedur i think that in order to replic these experi i will need to know what type of contain and about how much vinegar to put into the contain .
631	1	2	2	the addit inform that thi experi need ar the amount of vinegar to pour in each contain and sai exactli what four sampl you ar us . you need to have these thing sin an experi becaus if you don t then you wouldn t know what you ar experi and what is make that chang . you also need a control group .
632	1	3	3	to tell me what the sampl ar in the procedur . p how much vinegar to pour in the four contain . p where and at what temperatur ar thei put them in .
633	1	2	2	the biggest problem is that there is no control which would make the experi invalid . anoth problem is that thei didn t mention how much vinegar should be us . the group wasn t veri specif for exampl thei didn t sai what temp . the sampl should be kept at . by not mention constant and leav out the control their experi would be invalid .
634	1	0	0	after you remov the contain you rins them see what result you get in about so minut .
635	1	1	1	you would need to know the condit of the sampl p you would need to know what type of plastic becaus their ar so mani differ plastic . p you would need to know what type of wood becaus their ar so mani differ type . p you would also want to know the acid level of their particular vinegar .
636	1	1	1	to be abl to replic the experi you would need to know the sampl you ar experi with . although the sampl ar list in the data shown below the procedur it doesn t show the sampl in the procedur and if i wa to do the experi without the other group data there is no wai i could without know the sampl .
637	1	0	0	i would need vinegar contain label time hour a sink minut for them to dry and a tripl beam balanc scale .
638	1	3	3	a person try to replic thi experi would need to know what type of contain to put the sampl in how much vinegar should be ad at the temperatur that the contain should be kept under . all of these would be inform a person try to replic the experi would need to know .
639	1	3	3	in order to replic the experi the inform that i would need is how much vinegar do i pour on each sampl . also i would need to know what type of vinegar to us and do i put the sampl in a ref regal tar or leav them at room temperatur .
640	1	2	2	after read the group i would need to know what materi to be us dure thi experi . i would also need to know what kind of scale to us to determin the mass of the object also what kind of contain to us .
641	1	0	0	i would need to know what wa happen to the sampl dure that hour . i would need to know why thei chose the four sampl that thei did . . i would also need glove and a mask to protect myself .
642	1	1	1	on idea thei might need to us is to sai what four materi sai stone ar be us in your procedur . also thei should be sure to us a control in thi experi miss . the group should also us more than on trial to their experi lab .
643	1	3	3	you would need to know how much vinegar you pour in each contain so the result ar accur . you would need to know how big each sampl wa you would also need to know what temperatur thi experi wa done at .
644	1	1	1	in my experi i would includ step p . gather materi . p . observ of the substanc . p . make sure no particl were lost in the rins of water .
645	1	2	1	to repeat thi experi i would need to knew how vinegar what is the control and what ar the sampl .
646	1	2	2	the group will need
647	1	3	3	if i were to replic thi experi i would need to know the follow thing that the student left out of their procedur p . how big should the rock sampl be p should thei be rel the same size p . how much vinegar should be pour into the contain p . how long should the sampl be rins with distil water p . should the contain be made out of ani specif materi
648	1	3	3	if i were to replic thi experi i would need to know how much vinegar to pour what temperatur to keep the experi anoth vinegar and what temperatur to keep the experi dry .
649	1	3	2	i would need to know how much vinegar that wa us in each of the four contain . i would need to know what the four contain contain sinc thei ar the sampl be us in the experi . and what to us to determin the mass of them .
650	1	0	0	to replic the experi you will need all the sampl and how you will need more acid rain .
651	1	2	2	in order to replic the experi you would need to know what type of sampl you should you should be us how much vinegar you should put in each contain and you would also need to know how to separ the sampl from the vinegar or whether or not the vinegar would be includ when final weigh the end mass of the sampl .
652	1	2	2	the person do the experi would need to know how much vinegar wa pour into the contain what type of contain thei us . plastic metal glass etc whether or not the person would need glove tong and other utensil . you will also need a three beam scale to measur your materi befor and after .
653	1	1	1	in order to replic thi experi you would need to know how much vinegar to put in each cup . differ amount of vinegar would add anoth variabl to the experi compromis the result .
654	1	2	2	addit inform you would need to in order to replic the experi would be how much vinegar you pour the ph level of th vinegar and much of the sampl wa ad into the vinegar .
655	1	2	3	to replic the experi i would need the materi to replic the procedur i would need to know how much vinegar to pour each of the contain . to replic the experi would need to know where to place the contain with the vinegar and materi in it .
656	1	3	3	i would need to know what the sampl were of how much vinegar what contain what materi how much of that materi .
657	1	2	2	i would need a measur of how much vinegar went into each contain . i also would need to know how mani trial were their . in addit i would need to know what type of vinegar wa us .
658	1	2	2	to replic thi experi i would need to know how much acid rain is us in the four sampl . i would also need to know the measur of vinegar pour into each of the contain . and what temperatur ar the sampl kept at for contain amount of time and how long for each time period .
659	1	2	2	in order to replic the experi you would need to know how much vinegar to pour in each contain . also you would need to how to determin mass . not to mention you would need to know in what temperatur would need to leav the sampl to dry .
660	1	0	0	after read the group s procedur thei would need these four sampl thei need need to put down what there procedur is about .
661	1	1	1	thei could have told us the amount of vinegar us what thei us to make the distil water and the could have explain how to rins the materi . i we should look it in the water for a few second or just rins them .
662	1	2	2	the group of student investig acid rain ar miss sever piec of vital inform so the data qua nativ data is record such as start mass sit mass and differ in mass unserturetli onli on type of qua activ data is record the sampl type leg in a get the contain and angri type ar not thi caus type as differ type of vinegar have differ level of acid concentr the p cup brand plai a less signific role but when try to replic an experi the materi and procedur have to be as close to the origin as possibl .
663	1	1	1	to replic the experi i would need to know the deadli of vinegar us with each materi . i would also need to know what kind of plastic thei us in the expens becaus there ar mani differ
664	1	2	2	these other piec of inform that i would need in order to replic thi experi as ar what do i obtain marbl limeston wood and plastic . sinc there as the of materi
665	1	1	2	in order to replic the group s experi you would need to know some addit inform to the procedur given . on of these piec of inform is how the group determin the case of the sampl . wa it with a tripl balanc scale etc . anoth piec of inform explain is how long each sampl wa . final in order to replic the experi you would need to know the amount of vinegar us .
666	1	1	1	addit inform that i would need in order to replic the experi is how much vinegar to put in the differ sampl what the constant variabl is and how to determin the mass of each sampl .
667	1	2	2	in order to replic thi experi i would need to know what kind of contain to us how much vinegar and
668	1	0	0	on would need to find out witch sampl is bigger and see how much big it is than the rest of them . try to find out witch on can be is acid rain and not loss ani mass and tell them you think thi had happen in an if the becaus sentenc .
669	1	0	0	my first piec of inform would be a bar graph then i would give specif direct on what i did . but i would make it clear so other peopl can easili do it to . then i would write a conclus why thi ralli happen .
670	1	0	0	i would write what
671	1	1	1	in order to replic thi experi there is quit a few other piec of info that thei need . first you need to know how vinegar you have to pour on each sampl . secondli you need to know how much of each sampl you need . final you need to know the mass of the cup so you don t mix up the sampl weight . that s the inform you need to replic thi experi .
672	1	2	2	it should sai how much vinegar thei us in each contain it should sai in the procedur what the sampl ar that thei ar us . each sampl of the materi thei were us should have the same start mass and same amount of vinegar should be us in each .
673	1	2	1	to replic the experi you would need to add as the first step gather all materi . in step two thei should tell the amount of vinegar that wa us . step six should be chang to after allow each sampl to dry determin the mass .
674	1	2	2	you would need to know how much vinegar to put on each sampl . differ amount of vinegar would give differ result . you d also need to know what to determin the mass with and what materi were us .
675	1	1	1	i would need to know what kind of instrument thei us in order to determin the mass i would need to know what sampl materi i m us in the procedur and i would need to know how mani trial i would need to do .
676	1	0	0	you will need a solut result and a conclus .
677	1	3	3	from thi experi i would need to know how big each of the contain ar i would also like to know how much vinegar wa place in each contain if i wa to replic thi experi . i would also need to know how long to rins off the sampl with distil water after thi ha been remov from their contain .
678	1	2	2	to replic thi experi i would have to know how much vinegar to poor . i would have to know what and of sampl to us .
679	1	0	0	the addit inform that thei would need in order to replic the experi is a sampl of on materi into on contain and label . repeat with with remain sampl place a singl sampl into a contain . after hour remov the sampl and allow sampl to sit and dry . the addit inform that would be need is the start mass the end and the differ .
680	1	0	0	you would need to add the type of solut the stone on go in .
681	1	2	2	in order to replic thi experi the group s procedur should includ more specif inform . thei should includ the name of the substanc that thei ar us for sampl . thei should also add an exact amount of the four sampl and exactli how each contain should be label . thi will make the procedur easier to follow . it would also help to know how much vinegar should be pour in the contain .
